Category	Subcategory	Subsystem	Role	Features
Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Beta-lactamase	Beta-lactamase (EC 3.5.2.6)	fig|6666666.230262.peg.2498
Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Beta-lactamase	Beta-lactamase (EC 3.5.2.6)	fig|6666666.230262.peg.2737
Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Beta-lactamase	Beta-lactamase (EC 3.5.2.6)	fig|6666666.230262.peg.3181
Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Beta-lactamase	Negative regulator of beta-lactamase expression	fig|6666666.230262.peg.265
Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Beta-lactamase	Beta-lactamase	fig|6666666.230262.peg.3450
Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Resistance to chromium compounds	Chromate transport protein ChrA	fig|6666666.230262.peg.160
Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Resistance to chromium compounds	Chromate transport protein ChrA	fig|6666666.230262.peg.1918
Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Multidrug Resistance Efflux Pumps	RND efflux system, outer membrane lipoprotein, NodT family	fig|6666666.230262.peg.81
Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Multidrug Resistance Efflux Pumps	RND efflux system, membrane fusion protein CmeA	fig|6666666.230262.peg.156
Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Multidrug Resistance Efflux Pumps	RND efflux system, outer membrane lipoprotein CmeC	fig|6666666.230262.peg.289
Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Multidrug Resistance Efflux Pumps	RND efflux system, outer membrane lipoprotein CmeC	fig|6666666.230262.peg.2381
Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Multidrug Resistance Efflux Pumps	RND efflux system, outer membrane lipoprotein CmeC	fig|6666666.230262.peg.2786
Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Multidrug Resistance Efflux Pumps	RND efflux system, outer membrane lipoprotein CmeC	fig|6666666.230262.peg.3428
Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Multidrug Resistance Efflux Pumps	Transcriptional regulator NfxB	fig|6666666.230262.peg.1108
Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Multidrug Resistance Efflux Pumps	Multidrug and toxin extrusion (MATE) family efflux pump YdhE/NorM	fig|6666666.230262.peg.889
Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Multidrug Resistance Efflux Pumps	RND efflux system, inner membrane transporter CmeB	fig|6666666.230262.peg.157
Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Multidrug Resistance Efflux Pumps	RND efflux system, inner membrane transporter CmeB	fig|6666666.230262.peg.1000
Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Multidrug Resistance Efflux Pumps	RND efflux system, inner membrane transporter CmeB	fig|6666666.230262.peg.2383
Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Multidrug Resistance Efflux Pumps	RND efflux system, inner membrane transporter CmeB	fig|6666666.230262.peg.2788
Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Multidrug Resistance Efflux Pumps	RND efflux system, inner membrane transporter CmeB	fig|6666666.230262.peg.3123
Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Multidrug Resistance Efflux Pumps	RND efflux system, inner membrane transporter CmeB	fig|6666666.230262.peg.3429
Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Multidrug Resistance Efflux Pumps	Multidrug and toxin extrusion (MATE) family efflux pump YdhE/NorM, homolog	fig|6666666.230262.peg.439
Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Multidrug Resistance Efflux Pumps	Macrolide export ATP-binding/permease protein MacB (EC 3.6.3.-)	fig|6666666.230262.peg.288
Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Multidrug Resistance Efflux Pumps	Macrolide export ATP-binding/permease protein MacB (EC 3.6.3.-)	fig|6666666.230262.peg.1474
Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Multidrug Resistance Efflux Pumps	Acriflavin resistance protein	fig|6666666.230262.peg.3633
Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Multidrug Resistance Efflux Pumps	Acriflavin resistance protein	fig|6666666.230262.peg.3634
Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Multidrug Resistance Efflux Pumps	Acriflavin resistance protein	fig|6666666.230262.peg.3672
Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Multidrug Resistance Efflux Pumps	Acriflavin resistance protein	fig|6666666.230262.peg.3897
Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Multidrug Resistance Efflux Pumps	Membrane fusion protein of RND family multidrug efflux pump	fig|6666666.230262.peg.999
Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Multidrug Resistance Efflux Pumps	Membrane fusion protein of RND family multidrug efflux pump	fig|6666666.230262.peg.2789
Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Multidrug Resistance Efflux Pumps	Membrane fusion protein of RND family multidrug efflux pump	fig|6666666.230262.peg.3124
Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Multidrug Resistance Efflux Pumps	Membrane fusion protein of RND family multidrug efflux pump	fig|6666666.230262.peg.3430
Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Multidrug Resistance Efflux Pumps	Membrane fusion protein of RND family multidrug efflux pump	fig|6666666.230262.peg.3898
Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Multidrug Resistance Efflux Pumps	Macrolide-specific efflux protein MacA	fig|6666666.230262.peg.287
Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Multidrug Resistance Efflux Pumps	Macrolide-specific efflux protein MacA	fig|6666666.230262.peg.1475
Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Multidrug Resistance Efflux Pumps	Type I secretion outer membrane protein, TolC precursor	fig|6666666.230262.peg.3042
Virulence, Disease and Defense	Invasion and intracellular resistance	Mycobacterium virulence operon involved in protein synthesis (SSU ribosomal proteins)	SSU ribosomal protein S7p (S5e)	fig|6666666.230262.peg.3862
Virulence, Disease and Defense	Invasion and intracellular resistance	Mycobacterium virulence operon involved in protein synthesis (SSU ribosomal proteins)	Translation elongation factor G	fig|6666666.230262.peg.3861
Virulence, Disease and Defense	Invasion and intracellular resistance	Mycobacterium virulence operon involved in protein synthesis (SSU ribosomal proteins)	Translation elongation factor Tu	fig|6666666.230262.peg.3599
Virulence, Disease and Defense	Invasion and intracellular resistance	Mycobacterium virulence operon involved in protein synthesis (SSU ribosomal proteins)	Translation elongation factor Tu	fig|6666666.230262.peg.3873
Virulence, Disease and Defense	Invasion and intracellular resistance	Mycobacterium virulence operon involved in protein synthesis (SSU ribosomal proteins)	SSU ribosomal protein S12p (S23e)	fig|6666666.230262.peg.3863
Virulence, Disease and Defense	Invasion and intracellular resistance	Mycobacterium virulence operon involved in DNA transcription	DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)	fig|6666666.230262.peg.3864
Virulence, Disease and Defense	Invasion and intracellular resistance	Mycobacterium virulence operon involved in DNA transcription	DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)	fig|6666666.230262.peg.3865
Virulence, Disease and Defense	Invasion and intracellular resistance	Mycobacterium virulence operon involved in protein synthesis (LSU ribosomal proteins)	LSU ribosomal protein L35p	fig|6666666.230262.peg.1666
Virulence, Disease and Defense	Invasion and intracellular resistance	Mycobacterium virulence operon involved in protein synthesis (LSU ribosomal proteins)	Translation initiation factor 3	fig|6666666.230262.peg.1665
Virulence, Disease and Defense	Invasion and intracellular resistance	Mycobacterium virulence operon involved in protein synthesis (LSU ribosomal proteins)	LSU ribosomal protein L20p	fig|6666666.230262.peg.1667
Potassium metabolism	Potassium metabolism - no subcategory	Potassium homeostasis	Glutathione-regulated potassium-efflux system protein KefC	fig|6666666.230262.peg.496
Potassium metabolism	Potassium metabolism - no subcategory	Potassium homeostasis	Potassium-transporting ATPase A chain (EC 3.6.3.12) (TC 3.A.3.7.1)	fig|6666666.230262.peg.3851
Potassium metabolism	Potassium metabolism - no subcategory	Potassium homeostasis	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (EC 5.2.1.8)	fig|6666666.230262.peg.1753
Potassium metabolism	Potassium metabolism - no subcategory	Potassium homeostasis	putative Glutathione-regulated potassium-efflux system protein KefB	fig|6666666.230262.peg.3185
Potassium metabolism	Potassium metabolism - no subcategory	Potassium homeostasis	Potassium-transporting ATPase C chain (EC 3.6.3.12) (TC 3.A.3.7.1)	fig|6666666.230262.peg.3849
Potassium metabolism	Potassium metabolism - no subcategory	Potassium homeostasis	Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-)	fig|6666666.230262.peg.3848
Potassium metabolism	Potassium metabolism - no subcategory	Potassium homeostasis	Potassium voltage-gated channel subfamily KQT	fig|6666666.230262.peg.1201
Potassium metabolism	Potassium metabolism - no subcategory	Potassium homeostasis	Potassium-transporting ATPase B chain (EC 3.6.3.12) (TC 3.A.3.7.1)	fig|6666666.230262.peg.3850
Potassium metabolism	Potassium metabolism - no subcategory	Potassium homeostasis	Potassium efflux system KefA protein	fig|6666666.230262.peg.3285
Potassium metabolism	Potassium metabolism - no subcategory	Potassium homeostasis	Glutathione-regulated potassium-efflux system ATP-binding protein	fig|6666666.230262.peg.3183
Potassium metabolism	Potassium metabolism - no subcategory	Potassium homeostasis	Large-conductance mechanosensitive channel	fig|6666666.230262.peg.3892
Potassium metabolism	Potassium metabolism - no subcategory	Potassium homeostasis	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA precursor (EC 5.2.1.8)	fig|6666666.230262.peg.1012
Potassium metabolism	Potassium metabolism - no subcategory	Potassium homeostasis	Kup system potassium uptake protein	fig|6666666.230262.peg.3168
Potassium metabolism	Potassium metabolism - no subcategory	Potassium homeostasis	Kup system potassium uptake protein	fig|6666666.230262.peg.3169
Potassium metabolism	Potassium metabolism - no subcategory	Glutathione-regulated potassium-efflux system and associated functions	Glutathione-regulated potassium-efflux system ATP-binding protein	fig|6666666.230262.peg.3183
Potassium metabolism	Potassium metabolism - no subcategory	Glutathione-regulated potassium-efflux system and associated functions	Glutathione-regulated potassium-efflux system protein KefB	fig|6666666.230262.peg.2225
Miscellaneous	Plant-Prokaryote DOE project	Iron-sulfur cluster assembly	PaaD-like protein (DUF59) involved in Fe-S cluster assembly	fig|6666666.230262.peg.2576
Miscellaneous	Plant-Prokaryote DOE project	Iron-sulfur cluster assembly	FIG001341: Probable Fe(2+)-trafficking protein YggX	fig|6666666.230262.peg.3089
Miscellaneous	Plant-Prokaryote DOE project	Iron-sulfur cluster assembly	NfuA Fe-S protein maturation	fig|6666666.230262.peg.1070
Miscellaneous	Plant-Prokaryote DOE project	Iron-sulfur cluster assembly	Thiamin biosynthesis lipoprotein ApbE	fig|6666666.230262.peg.2694
Miscellaneous	Plant-Prokaryote DOE project	Iron-sulfur cluster assembly	Sulfur acceptor protein SufE for iron-sulfur cluster assembly	fig|6666666.230262.peg.2025
Miscellaneous	Plant-Prokaryote DOE project	Iron-sulfur cluster assembly	Iron-sulfur cluster regulator IscR	fig|6666666.230262.peg.2677
Miscellaneous	Plant-Prokaryote DOE project	Iron-sulfur cluster assembly	Iron-sulfur cluster assembly protein SufD	fig|6666666.230262.peg.2681
Miscellaneous	Plant-Prokaryote DOE project	Iron-sulfur cluster assembly	Iron-sulfur cluster assembly ATPase protein SufC	fig|6666666.230262.peg.2680
Miscellaneous	Plant-Prokaryote DOE project	Iron-sulfur cluster assembly	Scaffold protein for [4Fe-4S] cluster assembly ApbC, MRP-like	fig|6666666.230262.peg.1737
Miscellaneous	Plant-Prokaryote DOE project	Iron-sulfur cluster assembly	probable iron binding protein from the HesB_IscA_SufA family	fig|6666666.230262.peg.2143
Miscellaneous	Plant-Prokaryote DOE project	Iron-sulfur cluster assembly	Cysteine desulfurase (EC 2.8.1.7)	fig|6666666.230262.peg.80
Miscellaneous	Plant-Prokaryote DOE project	Iron-sulfur cluster assembly	Cysteine desulfurase (EC 2.8.1.7)	fig|6666666.230262.peg.3384
Miscellaneous	Plant-Prokaryote DOE project	Iron-sulfur cluster assembly	Cysteine desulfurase (EC 2.8.1.7), SufS subfamily	fig|6666666.230262.peg.2682
Miscellaneous	Plant-Prokaryote DOE project	Iron-sulfur cluster assembly	Iron-sulfur cluster assembly protein SufB	fig|6666666.230262.peg.2678
Miscellaneous	Plant-Prokaryote DOE project	Iron-sulfur cluster assembly	Folate-dependent protein for Fe/S cluster synthesis/repair in oxidative stress	fig|6666666.230262.peg.3099
Miscellaneous	Plant-Prokaryote DOE project	Iron-sulfur cluster assembly	Iron binding protein SufA for iron-sulfur cluster assembly	fig|6666666.230262.peg.982
Miscellaneous	Plant-Prokaryote DOE project	Scaffold proteins for [4Fe-4S] cluster assembly (MRP family)	Methionyl-tRNA synthetase (EC 6.1.1.10)	fig|6666666.230262.peg.3943
Miscellaneous	Plant-Prokaryote DOE project	Scaffold proteins for [4Fe-4S] cluster assembly (MRP family)	PaaD-like protein (DUF59) involved in Fe-S cluster assembly	fig|6666666.230262.peg.2576
Miscellaneous	Plant-Prokaryote DOE project	Scaffold proteins for [4Fe-4S] cluster assembly (MRP family)	S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 5.-.-.-)	fig|6666666.230262.peg.2278
Miscellaneous	Plant-Prokaryote DOE project	Scaffold proteins for [4Fe-4S] cluster assembly (MRP family)	HflK protein	fig|6666666.230262.peg.1237
Miscellaneous	Plant-Prokaryote DOE project	Scaffold proteins for [4Fe-4S] cluster assembly (MRP family)	Epoxyqueuosine (oQ) reductase QueG	fig|6666666.230262.peg.3902
Miscellaneous	Plant-Prokaryote DOE project	Scaffold proteins for [4Fe-4S] cluster assembly (MRP family)	Scaffold protein for [4Fe-4S] cluster assembly ApbC, MRP-like	fig|6666666.230262.peg.1737
Miscellaneous	Plant-Prokaryote DOE project	Scaffold proteins for [4Fe-4S] cluster assembly (MRP family)	HflC protein	fig|6666666.230262.peg.1236
Miscellaneous	Plant-Prokaryote DOE project	Scaffold proteins for [4Fe-4S] cluster assembly (MRP family)	tRNA-guanine transglycosylase (EC 2.4.2.29)	fig|6666666.230262.peg.2277
Miscellaneous	Plant-Prokaryote DOE project	Scaffold proteins for [4Fe-4S] cluster assembly (MRP family)	TsaE protein, required for threonylcarbamoyladenosine t(6)A37 formation in tRNA	fig|6666666.230262.peg.3904
Miscellaneous	Plant-Prokaryote DOE project	Single-Rhodanese-domain proteins	Rhodanese domain protein UPF0176, Betaproteobacterial subgroup	fig|6666666.230262.peg.9
Miscellaneous	Miscellaneous - no subcategory	Phosphoglycerate mutase protein family	Alpha-ribazole-5'-phosphate phosphatase (EC 3.1.3.73)	fig|6666666.230262.peg.1803
Miscellaneous	Miscellaneous - no subcategory	Phosphoglycerate mutase protein family	Adenosine (5')-pentaphospho-(5'')-adenosine pyrophosphohydrolase (EC 3.6.1.-)	fig|6666666.230262.peg.2151
Miscellaneous	Miscellaneous - no subcategory	Phosphoglycerate mutase protein family	Phosphoglycerate mutase (EC 5.4.2.1)	fig|6666666.230262.peg.392
Miscellaneous	Miscellaneous - no subcategory	Phosphoglycerate mutase protein family	Phosphoglycerate mutase (EC 5.4.2.1)	fig|6666666.230262.peg.2959
Miscellaneous	Miscellaneous - no subcategory	Phosphoglycerate mutase protein family	Periplasmic septal ring factor with murein hydrolase activity EnvC/YibP	fig|6666666.230262.peg.2140
Miscellaneous	Miscellaneous - no subcategory	Phosphoglycerate mutase protein family	Carboxyl-terminal protease (EC 3.4.21.102)	fig|6666666.230262.peg.2139
