fig|6666666.230262.peg.1	Name=GCN5-related_N-acetyltransferase
fig|6666666.230262.peg.1102	Name=Chemotaxis_regulator_-_transmits_chemoreceptor_signals_to_flagelllar_motor_components_CheY
fig|6666666.230262.peg.1103	Name=Chemotaxis_response_regulator_protein-glutamate_methylesterase_CheB_(EC_3.1.1.61)
fig|6666666.230262.peg.1104	Name=Chemotaxis_protein_methyltransferase_CheR_(EC_2.1.1.80)
fig|6666666.230262.peg.1105	Name=Signal_transduction_histidine_kinase
fig|6666666.230262.peg.1106	Name=Two-component_system_sensor_protein
fig|6666666.230262.peg.1107	Name=Two-component_system_regulatory_protein
fig|6666666.230262.peg.1108	Name=Transcriptional_regulator_NfxB
fig|6666666.230262.peg.1109	Name=Universal_stress_protein_UspA_and_related_nucleotide-binding_proteins
fig|6666666.230262.peg.1110	Name=Ribosomal-protein-S5p-alanine_acetyltransferase
fig|6666666.230262.peg.1111	Name=Aminoglycoside_N6'-acetyltransferase_(EC_2.3.1.82)
fig|6666666.230262.peg.1112	Name=hypothetical_protein
fig|6666666.230262.peg.1113	Name=Phage_protein
fig|6666666.230262.peg.1114	Name=hypothetical_protein
fig|6666666.230262.peg.1115	Name=hypothetical_protein
fig|6666666.230262.peg.1116	Name=hypothetical_protein
fig|6666666.230262.peg.1117	Name=hypothetical_protein
fig|6666666.230262.peg.1118	Name=hypothetical_protein
fig|6666666.230262.peg.1119	Name=Phage_tail_fiber_protein
fig|6666666.230262.peg.1120	Name=hypothetical_protein
fig|6666666.230262.peg.1121	Name=hypothetical_protein
fig|6666666.230262.peg.1122	Name=hypothetical_protein
fig|6666666.230262.peg.1123	Name=hypothetical_protein
fig|6666666.230262.peg.1124	Name=hypothetical_protein
fig|6666666.230262.peg.1125	Name=hypothetical_protein
fig|6666666.230262.peg.1126	Name=hypothetical_protein
fig|6666666.230262.peg.1127	Name=hypothetical_protein
fig|6666666.230262.peg.1128	Name=hypothetical_protein
fig|6666666.230262.peg.1129	Name=hypothetical_protein
fig|6666666.230262.peg.1130	Name=hypothetical_protein
fig|6666666.230262.peg.1131	Name=hypothetical_protein
fig|6666666.230262.peg.1132	Name=hypothetical_protein
fig|6666666.230262.peg.1133	Name=hypothetical_protein
fig|6666666.230262.peg.1134	Name=Mobile_element_protein
fig|6666666.230262.peg.1135	Name=Aldehyde_dehydrogenase_B_(EC_1.2.1.22)
fig|6666666.230262.peg.1136	Name=3-oxoacyl-[acyl-carrier_protein]_reductase_(EC_1.1.1.100)
fig|6666666.230262.peg.1137	Name=FIG01111106:_hypothetical_protein
fig|6666666.230262.peg.1138	Name=Methyltransferase_(EC_2.1.1.-)
fig|6666666.230262.peg.1139	Name=Dihydroorotate_dehydrogenase_(EC_1.3.3.1)
fig|6666666.230262.peg.1140	Name=UDP-N-acetylenolpyruvoylglucosamine_reductase_(EC_1.1.1.158)
fig|6666666.230262.peg.1141	Name=Integral_membrane_protein
fig|6666666.230262.peg.1142	Name=Spectinomycin_phosphotransferase
fig|6666666.230262.peg.1143	Name=FIG01112852:_hypothetical_protein
fig|6666666.230262.peg.1144	Name=transcriptional_regulator%2C_TetR_family
fig|6666666.230262.peg.1145	Name=Nucleoside-diphosphate-sugar_epimerases
fig|6666666.230262.peg.1146	Name=Aminoglycoside_3'-phosphotransferase_(EC_2.7.1.95)
fig|6666666.230262.peg.1147	Name=Permeases_of_the_major_facilitator_superfamily
fig|6666666.230262.peg.1148	Name=Transcriptional_regulator%2C_ArsR_family
fig|6666666.230262.peg.1149	Name=FIG01201438:_hypothetical_protein
fig|6666666.230262.peg.1150	Name=Short-chain_dehydrogenase/reductase_SDR
fig|6666666.230262.peg.1151	Name=Permeases_of_the_major_facilitator_superfamily
fig|6666666.230262.peg.1152	Name=Transcriptional_regulator%2C_LysR_family
fig|6666666.230262.peg.1153	Name=FIG01112144:_hypothetical_protein
fig|6666666.230262.peg.1154	Name=Transcriptional_regulator%2C_TetR_family
fig|6666666.230262.peg.1155	Name=Outer_membrane_protein_romA
fig|6666666.230262.peg.1156	Name=FIG01112077:_hypothetical_protein
fig|6666666.230262.peg.1157	Name=Periplasmic_binding_protein
fig|6666666.230262.peg.1158	Name=Amino_acid_ABC_transporter_permease_protein
fig|6666666.230262.peg.1159	Name=GCN5-related_N-acetyltransferase
fig|6666666.230262.peg.1160	Name=Metal-dependent_amidase/aminoacylase/carboxypeptidase
fig|6666666.230262.peg.1161	Name=Nitrilotriacetate_monooxygenase_component_A_(EC_1.14.13.-)
fig|6666666.230262.peg.1162	Name=Bacterial_luciferase_family_protein_YtmO%2C_in_cluster_with_L-cystine_ABC_transporter
fig|6666666.230262.peg.1163	Name=FIG01111948:_hypothetical_protein
fig|6666666.230262.peg.1164	Name=FMN_reductase_(EC_1.5.1.29)
fig|6666666.230262.peg.1165	Name=Outer_membrane_receptor_proteins%2C_mostly_Fe_transport
fig|6666666.230262.peg.1166	Name=GTP_pyrophosphokinase_(EC_2.7.6.5)%2C_(p)ppGpp_synthetase_II_/_Guanosine-3'%2C5'-bis(diphosphate)_3'-pyrophosphohydrolase_(EC_3.1.7.2)
fig|6666666.230262.peg.1167	Name=DNA-directed_RNA_polymerase_omega_subunit_(EC_2.7.7.6)
fig|6666666.230262.peg.1168	Name=Guanylate_kinase_(EC_2.7.4.8)
fig|6666666.230262.peg.1170	Name=Formate_dehydrogenase_O_alpha_subunit_(EC_1.2.1.2)_@_selenocysteine-containing
fig|6666666.230262.peg.1172	Name=Formate_dehydrogenase_O_beta_subunit_(EC_1.2.1.2)
fig|6666666.230262.peg.1173	Name=Formate_dehydrogenase_O_gamma_subunit_(EC_1.2.1.2)
fig|6666666.230262.peg.1174	Name=hypothetical_protein
fig|6666666.230262.peg.1175	Name=formate_dehydrogenase_formation_protein_FdhE
fig|6666666.230262.peg.1176	Name=L-seryl-tRNA(Sec)_selenium_transferase_(EC_2.9.1.1)
fig|6666666.230262.peg.1177	Name=Selenocysteine-specific_translation_elongation_factor
fig|6666666.230262.peg.1178	Name=Selenide%2Cwater_dikinase_(EC_2.7.9.3)
fig|6666666.230262.peg.1179	Name=Protein_YicC
fig|6666666.230262.peg.1180	Name=Ribonuclease_PH_(EC_2.7.7.56)
fig|6666666.230262.peg.1181	Name=Glyoxalase_family_protein
fig|6666666.230262.peg.1182	Name=Nucleoside_5-triphosphatase_RdgB_(dHAPTP%2C_dITP%2C_XTP-specific)_(EC_3.6.1.15)
fig|6666666.230262.peg.1183	Name=Radical_SAM_family_enzyme%2C_similar_to_coproporphyrinogen_III_oxidase%2C_oxygen-independent%2C_clustered_with_nucleoside-triphosphatase_RdgB
fig|6666666.230262.peg.1184	Name=Thymidine_phosphorylase_(EC_2.4.2.4)
fig|6666666.230262.peg.1185	Name=FIG01111750:_hypothetical_protein
fig|6666666.230262.peg.1186	Name=Xaa-Pro_dipeptidase_PepQ_(EC_3.4.13.9)
fig|6666666.230262.peg.1187	Name=Xaa-Pro_aminopeptidase_(EC_3.4.11.9)
fig|6666666.230262.peg.1188	Name=FIG001590:_Putative_conserved_exported_protein_precursor
fig|6666666.230262.peg.1189	Name=Z-ring-associated_protein_ZapA
fig|6666666.230262.peg.1190	Name=5-formyltetrahydrofolate_cyclo-ligase_(EC_6.3.3.2)
fig|6666666.230262.peg.1191	Name=FIG006231:_RNA-binding_protein
fig|6666666.230262.peg.1192	Name=Ribose_5-phosphate_isomerase_A_(EC_5.3.1.6)
fig|6666666.230262.peg.1193	Name=FIG01111105:_hypothetical_protein
fig|6666666.230262.peg.1194	Name=Protein_sirB1
fig|6666666.230262.peg.1195	Name=Rubredoxin
fig|6666666.230262.peg.1196	Name=Thiamin-phosphate_pyrophosphorylase_(EC_2.5.1.3)
fig|6666666.230262.peg.1197	Name=Glutamate-1-semialdehyde_aminotransferase_(EC_5.4.3.8)
fig|6666666.230262.peg.1198	Name=Azurin
fig|6666666.230262.peg.1199	Name=FIG01112154:_hypothetical_protein
fig|6666666.230262.peg.1200	Name=Acetylornithine_aminotransferase_(EC_2.6.1.11)_/_N-succinyl-L%2CL-diaminopimelate_aminotransferase_(EC_2.6.1.17)
fig|6666666.230262.peg.1201	Name=Potassium_voltage-gated_channel_subfamily_KQT%3B_possible_potassium_channel%2C_VIC_family
fig|6666666.230262.peg.1202	Name=FIG01111779:_hypothetical_protein
fig|6666666.230262.peg.1203	Name=Short_chain_dehydrogenase
fig|6666666.230262.peg.1204	Name=FIG01113157:_hypothetical_protein
fig|6666666.230262.peg.1205	Name=FIG01113010:_hypothetical_protein
fig|6666666.230262.peg.1206	Name=FIG01111909:_hypothetical_protein
fig|6666666.230262.peg.1207	Name=DedA_protein
fig|6666666.230262.peg.1208	Name=Uncharacterized_protein%2C_similar_to_the_N-terminal_domain_of_Lon_protease
fig|6666666.230262.peg.1209	Name=UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate_ligase_(EC_6.3.2.-)
fig|6666666.230262.peg.1210	Name=Adenylate_kinase_(EC_2.7.4.3)
fig|6666666.230262.peg.1211	Name=hypothetical_protein
fig|6666666.230262.peg.1212	Name=6-phosphofructokinase_(EC_2.7.1.11)
fig|6666666.230262.peg.1213	Name=FIG01111821:_hypothetical_protein
fig|6666666.230262.peg.1214	Name=FIG01111547:_hypothetical_protein
fig|6666666.230262.peg.1215	Name=Pyrophosphate-energized_proton_pump_(EC_3.6.1.1)
fig|6666666.230262.peg.1216	Name=Ferric_siderophore_transport_system%2C_periplasmic_binding_protein_TonB
fig|6666666.230262.peg.1217	Name=Biopolymer_transport_protein_ExbD/TolR
fig|6666666.230262.peg.1218	Name=MotA/TolQ/ExbB_proton_channel_family_protein
fig|6666666.230262.peg.1219	Name=FIG039061:_hypothetical_protein_related_to_heme_utilization
fig|6666666.230262.peg.1220	Name=Heme_oxygenase_HemO%2C_associated_with_heme_uptake
fig|6666666.230262.peg.1221	Name=FIG01112683:_hypothetical_protein
fig|6666666.230262.peg.1222	Name=Iron_siderophore_receptor_protein
fig|6666666.230262.peg.1223	Name=Iron_siderophore_sensor_protein
fig|6666666.230262.peg.1224	Name=FIG006045:_Sigma_factor%2C_ECF_subfamily
fig|6666666.230262.peg.1225	Name=FIG01112255:_hypothetical_protein
fig|6666666.230262.peg.1226	Name=Inorganic_pyrophosphatase_(EC_3.6.1.1)
fig|6666666.230262.peg.1227	Name=response_regulator
fig|6666666.230262.peg.1228	Name=putative_transmembrane_protein
fig|6666666.230262.peg.1229	Name=TonB-dependent_receptor
fig|6666666.230262.peg.1230	Name=Transcriptional_regulator
fig|6666666.230262.peg.1231	Name=Transcriptional_activator_cadC
fig|6666666.230262.peg.1232	Name=FIG01111142:_hypothetical_protein
fig|6666666.230262.peg.1233	Name=Thiamin_biosynthesis_protein_ThiC
fig|6666666.230262.peg.1234	Name=choline/carnitine/betaine_transporter
fig|6666666.230262.peg.1235	Name=Putative_inner_membrane_protein_YjeT_(clustered_with_HflC)
fig|6666666.230262.peg.1236	Name=HflC_protein
fig|6666666.230262.peg.1237	Name=HflK_protein
fig|6666666.230262.peg.1238	Name=Alcohol_dehydrogenase_(EC_1.1.1.1)
fig|6666666.230262.peg.1239	Name=twitching_motility_protein_PilH
fig|6666666.230262.peg.1240	Name=DnaJ-class_molecular_chaperone_CbpA
fig|6666666.230262.peg.1241	Name=Peroxiredoxin
fig|6666666.230262.peg.1242	Name=Bacterioferritin
fig|6666666.230262.peg.1243	Name=Penicillin-insensitive_transglycosylase_(EC_2.4.2.-)_&_transpeptidase_PBP-1C
fig|6666666.230262.peg.1244	Name=Alpha-2-macroglobulin
fig|6666666.230262.peg.1245	Name=2-methylcitrate_dehydratase_(EC_4.2.1.79)
fig|6666666.230262.peg.1246	Name=2-methylaconitate_cis-trans_isomerase
fig|6666666.230262.peg.1247	Name=hypothetical_protein
fig|6666666.230262.peg.1248	Name=FIG01111351:_hypothetical_protein
fig|6666666.230262.peg.1249	Name=2-methylcitrate_dehydratase_FeS_dependent_(EC_4.2.1.79)
fig|6666666.230262.peg.1250	Name=2-methylcitrate_synthase_(EC_2.3.3.5)
fig|6666666.230262.peg.1251	Name=Methylisocitrate_lyase_(EC_4.1.3.30)
fig|6666666.230262.peg.1252	Name=hypothetical_protein
fig|6666666.230262.peg.1253	Name=Propionate_catabolism_operon_regulatory_protein_PrpR
fig|6666666.230262.peg.1254	Name=DoxX
fig|6666666.230262.peg.1255	Name=hypothetical_protein
fig|6666666.230262.peg.1256	Name=Aminoglycoside_6'-N-acetyltransferase
fig|6666666.230262.peg.1257	Name=Pyridoxamine_5'-phosphate_oxidase_(EC_1.4.3.5)
fig|6666666.230262.peg.1258	Name=D-glycerate_3-kinase_(EC_2.7.1.31)%2C_plant_type
fig|6666666.230262.peg.1259	Name=protein_of_unknown_function_DUF1458
fig|6666666.230262.peg.1260	Name=Shikimate_kinase_I_(EC_2.7.1.71)
fig|6666666.230262.peg.1261	Name=3-dehydroquinate_synthase_(EC_4.2.3.4)
fig|6666666.230262.peg.1262	Name=FIG01111663:_hypothetical_protein
fig|6666666.230262.peg.1263	Name=Uroporphyrinogen_III_decarboxylase_(EC_4.1.1.37)
fig|6666666.230262.peg.1264	Name=MFS_transporter
fig|6666666.230262.peg.1265	Name=Histidine_kinase/response_regulator_hybrid_protein
fig|6666666.230262.peg.1266	Name=Histidine_kinase/response_regulator_hybrid_protein
fig|6666666.230262.peg.1267	Name=FIG01112334:_hypothetical_protein
fig|6666666.230262.peg.1268	Name=Cytochrome_B561
fig|6666666.230262.peg.1269	Name=Probable_signal_peptide_protein
fig|6666666.230262.peg.1270	Name=FIG01111210:_hypothetical_protein
fig|6666666.230262.peg.1271	Name=L-serine_dehydratase%2C_beta_subunit_(EC_4.3.1.17)_/_L-serine_dehydratase%2C_alpha_subunit_(EC_4.3.1.17)
fig|6666666.230262.peg.1272	Name=Hydrolase
fig|6666666.230262.peg.1273	Name=Homoserine_dehydrogenase_(EC_1.1.1.3)
fig|6666666.230262.peg.1274	Name=Cystathionine_gamma-synthase_(EC_2.5.1.48)
fig|6666666.230262.peg.1275	Name=Homoserine_O-acetyltransferase_(EC_2.3.1.31)
fig|6666666.230262.peg.1276	Name=Membrane_proteins_related_to_metalloendopeptidases
fig|6666666.230262.peg.1277	Name=Peptide_chain_release_factor_3
fig|6666666.230262.peg.1278	Name=COG1272:_Predicted_membrane_protein_hemolysin_III_homolog
fig|6666666.230262.peg.1279	Name=exported_protein%2C_conserved
fig|6666666.230262.peg.1280	Name=Inosine-5'-monophosphate_dehydrogenase_(EC_1.1.1.205)
fig|6666666.230262.peg.1281	Name=Glycosyltransferase
fig|6666666.230262.peg.1282	Name=Monofunctional_biosynthetic_peptidoglycan_transglycosylase_(EC_2.4.2.-)
fig|6666666.230262.peg.1283	Name=33_kDa_chaperonin_(Heat_shock_protein_33)_(HSP33)
fig|6666666.230262.peg.1284	Name=FIG01112774:_hypothetical_protein
fig|6666666.230262.peg.1285	Name=TonB-dependent_receptor
fig|6666666.230262.peg.1286	Name=Transcriptional_regulator%2C_TetR_family
fig|6666666.230262.peg.1287	Name=Hydrolase
fig|6666666.230262.peg.1288	Name=Butyryl-CoA_dehydrogenase_(EC_1.3.99.2)
fig|6666666.230262.peg.1289	Name=FIG01113126:_hypothetical_protein
fig|6666666.230262.peg.1290	Name=C-di-GMP_phosphodiesterase_A
fig|6666666.230262.peg.1291	Name=HrpX_related_protein
fig|6666666.230262.peg.1292	Name=Sensory_box/GGDEF_family_protein
fig|6666666.230262.peg.1293	Name=FIG01111509:_hypothetical_protein
fig|6666666.230262.peg.1294	Name=FIG01112484:_hypothetical_protein
fig|6666666.230262.peg.1295	Name=Methyl-accepting_chemotaxis_protein_I_(serine_chemoreceptor_protein)
fig|6666666.230262.peg.1296	Name=FIG002903:_a_protein_of_unknown_function_perhaps_involved_in_purine_metabolism
fig|6666666.230262.peg.1297	Name=tRNA-specific_2-thiouridylase_MnmA
fig|6666666.230262.peg.1298	Name=Nudix-like_NDP_and_NTP_phosphohydrolase_YmfB
fig|6666666.230262.peg.1299	Name=FIG01112678:_hypothetical_protein
fig|6666666.230262.peg.1300	Name=ATP-dependent_Clp_protease_adaptor_protein_ClpS
fig|6666666.230262.peg.1301	Name=Streptomycin_3''-kinase_(EC_2.7.1.87)
fig|6666666.230262.peg.1302	Name=ATP-dependent_Clp_protease_ATP-binding_subunit_ClpA
fig|6666666.230262.peg.1303	Name=FIG01112260:_hypothetical_protein
fig|6666666.230262.peg.1304	Name=Translation_initiation_factor_1
fig|6666666.230262.peg.1305	Name=Leucyl/phenylalanyl-tRNA--protein_transferase_(EC_2.3.2.6)
fig|6666666.230262.peg.1306	Name=FIG01110953:_hypothetical_protein
fig|6666666.230262.peg.1307	Name=COGs_COG3146
fig|6666666.230262.peg.1308	Name=Thioredoxin_reductase_(EC_1.8.1.9)
fig|6666666.230262.peg.1309	Name=Cell_division_protein_FtsK
fig|6666666.230262.peg.1310	Name=Transglutaminase-like_enzymes%2C_putative_cysteine_proteases
fig|6666666.230262.peg.1311	Name=Outer_membrane_lipoprotein_carrier_protein_LolA
fig|6666666.230262.peg.1312	Name=hypothetical_protein
fig|6666666.230262.peg.1313	Name=FIG065221:_Holliday_junction_DNA_helicase
fig|6666666.230262.peg.1314	Name=Integral_membrane_protein
fig|6666666.230262.peg.1315	Name=FIG01111264:_hypothetical_protein
fig|6666666.230262.peg.1316	Name=IroE_protein
fig|6666666.230262.peg.1317	Name=FIG01112216:_hypothetical_protein
fig|6666666.230262.peg.1318	Name=Heme_ABC_transporter%2C_cell_surface_heme_and_hemoprotein_receptor_HmuT
fig|6666666.230262.peg.1319	Name=Heme_ABC_transporter%2C_permease_protein_HmuU
fig|6666666.230262.peg.1320	Name=Heme_ABC_transporter%2C_ATPase_component_HmuV
fig|6666666.230262.peg.1321	Name=hypothetical_protein
fig|6666666.230262.peg.1322	Name=Heme_ABC_transporter%2C_ATPase_component_HmuV
fig|6666666.230262.peg.1323	Name=FIG01112068:_hypothetical_protein
fig|6666666.230262.peg.1324	Name=Translation_elongation_factor_G-related_protein
fig|6666666.230262.peg.1325	Name=FIG01111345:_hypothetical_protein
fig|6666666.230262.peg.1326	Name=SapC-like_S-layer_protein
fig|6666666.230262.peg.1327	Name=FIG01113005:_hypothetical_protein
fig|6666666.230262.peg.1328	Name=two_component_transcriptional_regulator%2C_LuxR_family
fig|6666666.230262.peg.1329	Name=Outer_membrane_lipoprotein
fig|6666666.230262.peg.1330	Name=Cyclopropane-fatty-acyl-phospholipid_synthase-like_protein%2C_clusters_with_FIG005069
fig|6666666.230262.peg.1331	Name=FIG005069:_Hypothetical_protein
fig|6666666.230262.peg.1332	Name=FIG033155:_Hypothetical_protein
fig|6666666.230262.peg.1333	Name=S-adenosyl-L-methionine_dependent_methyltransferase%2C_similar_to_cyclopropane-fatty-acyl-phospholipid_synthase
fig|6666666.230262.peg.1334	Name=FIG001571:_Hypothetical_protein
fig|6666666.230262.peg.1335	Name=COG2907:_Amine_oxidase%2C_flavin-containing
fig|6666666.230262.peg.1336	Name=Fatty_acid_desaturase_(EC_1.14.19.1)%3B_Delta-9_fatty_acid_desaturase_(EC_1.14.19.1)
fig|6666666.230262.peg.1337	Name=FIG01111532:_hypothetical_protein
fig|6666666.230262.peg.1338	Name=RNA_polymerase_sigma-70_factor
fig|6666666.230262.peg.1339	Name=FIG111991:_hypothetical_protein
fig|6666666.230262.peg.1340	Name=Oxidoreductase
fig|6666666.230262.peg.1341	Name=sensory_box_histidine_kinase/response_regulator
fig|6666666.230262.peg.1342	Name=DNA-binding_heavy_metal_response_regulator
fig|6666666.230262.peg.1343	Name=Phytochrome%2C_two-component_sensor_histidine_kinase_(EC_2.7.3.-)
fig|6666666.230262.peg.1344	Name=FIG01112660:_hypothetical_protein
fig|6666666.230262.peg.1345	Name=TspO_and_MBR_like_proteins
fig|6666666.230262.peg.1346	Name=FIG01112570:_hypothetical_protein
fig|6666666.230262.peg.1347	Name=Histone_acetyltransferase_HPA2_and_related_acetyltransferases
fig|6666666.230262.peg.1348	Name=Heavy_metal_sensor_histidine_kinase
fig|6666666.230262.peg.1349	Name=hypothetical_protein
fig|6666666.230262.peg.1350	Name=short-chain_dehydrogenase
fig|6666666.230262.peg.1351	Name=hypothetical_protein
fig|6666666.230262.peg.1352	Name=virulence_regulating_protein
fig|6666666.230262.peg.1353	Name=putative_transmembrane_protein
fig|6666666.230262.peg.1354	Name=FIG01112369:_hypothetical_protein
fig|6666666.230262.peg.1355	Name=COGs_COG3558
fig|6666666.230262.peg.1356	Name=Transcriptional_regulator%2C_TetR_family
fig|6666666.230262.peg.1357	Name=Similar_to_non-heme_chloroperoxidase%2C_sll5080_homolog
fig|6666666.230262.peg.1358	Name=Transcriptional_regulator_containing_an_amidase_domain_and_an_AraC-type_DNA-binding_HTH_domain
fig|6666666.230262.peg.1359	Name=probable_short-chain_dehydrogenase
fig|6666666.230262.peg.1360	Name=hypothetical_protein
fig|6666666.230262.peg.1361	Name=protein_of_unknown_function_DUF1452
fig|6666666.230262.peg.1362	Name=Oxidoreductase_(EC_1.1.1.-)
fig|6666666.230262.peg.1363	Name=hypothetical_protein
fig|6666666.230262.peg.1364	Name=BLUF_domain_containing_protein
fig|6666666.230262.peg.1365	Name=ATP-dependent_DNA_ligase_(EC_6.5.1.1)_clustered_with_Ku_protein%2C_LigD
fig|6666666.230262.peg.1366	Name=FIG01211121:_hypothetical_protein
fig|6666666.230262.peg.1367	Name=Protein_YciF
fig|6666666.230262.peg.1368	Name=Endonuclease
fig|6666666.230262.peg.1369	Name=COG1801:_Uncharacterized_conserved_protein
fig|6666666.230262.peg.1370	Name=BLUF_domain_containing_protein
fig|6666666.230262.peg.1371	Name=Pyridoxamine_5'-phosphate_oxidase_(EC_1.4.3.5)
fig|6666666.230262.peg.1372	Name=Manganese_catalase_(EC_1.11.1.6)
fig|6666666.230262.peg.1373	Name=Protein_YciE
fig|6666666.230262.peg.1374	Name=hypothetical_protein
fig|6666666.230262.peg.1375	Name=FOG:_CheY-like_receiver
fig|6666666.230262.peg.1376	Name=BLUF_domain_containing_protein
fig|6666666.230262.peg.1377	Name=Glycosyl_transferase%2C_group_2_family_protein
fig|6666666.230262.peg.1378	Name=Methyltransferase_type_12
fig|6666666.230262.peg.1379	Name=LmbE-like_protein
fig|6666666.230262.peg.1380	Name=Acyl-CoA_dehydrogenase/oxidase_domain_protein
fig|6666666.230262.peg.1381	Name=hypothetical_protein
fig|6666666.230262.peg.1382	Name=Threonine_dehydrogenase_and_related_Zn-dependent_dehydrogenases
fig|6666666.230262.peg.1383	Name=hypothetical_protein
fig|6666666.230262.peg.1384	Name=FIG01210888:_hypothetical_protein
fig|6666666.230262.peg.1385	Name=Nicotinamidase_(EC_3.5.1.19)
fig|6666666.230262.peg.1386	Name=hypothetical_protein
fig|6666666.230262.peg.1387	Name=Tiorf68_protein
fig|6666666.230262.peg.1388	Name=Transcriptional_regulator_lacI_family
fig|6666666.230262.peg.1389	Name=Phosphoenolpyruvate-protein_phosphotransferase_of_PTS_system_(EC_2.7.3.9)
